batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_015,mixed_leakage,632,clean,clean,LEAK_BATCH_015_PAY_0001,4216.47,4216.47,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1941,clean,clean,LEAK_BATCH_015_PAY_0002,489.72,489.72,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1198,clean,clean,LEAK_BATCH_015_PAY_0003,3593.66,3593.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,66,clean,clean,LEAK_BATCH_015_PAY_0004,4459.39,4459.39,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,451,clean,clean,LEAK_BATCH_015_PAY_0005,1001.85,1001.85,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1649,clean,clean,LEAK_BATCH_015_PAY_0006,3084.51,3084.51,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1059,clean,clean,LEAK_BATCH_015_PAY_0007,4770.52,4770.52,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,291,clean,clean,LEAK_BATCH_015_PAY_0008,1021.08,1021.08,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1917,clean,clean,LEAK_BATCH_015_PAY_0009,3299.40,3299.40,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,170,clean,clean,LEAK_BATCH_015_PAY_0010,2502.18,2502.18,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,1981,clean,clean,LEAK_BATCH_015_PAY_0011,3256.27,3256.27,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_015,mixed_leakage,379,clean,clean,LEAK_BATCH_015_PAY_0012,623.34,623.34,0.00,0.00,0.00,0.00,true,0
