batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_012,under_heavy,540,clean,clean,LEAK_BATCH_012_PAY_0001,2772.46,2772.46,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1042,clean,clean,LEAK_BATCH_012_PAY_0002,1055.87,1055.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1431,clean,clean,LEAK_BATCH_012_PAY_0003,3816.91,3816.91,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,899,clean,clean,LEAK_BATCH_012_PAY_0004,2411.48,2411.48,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,235,clean,clean,LEAK_BATCH_012_PAY_0005,3937.27,3937.27,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1287,clean,clean,LEAK_BATCH_012_PAY_0006,1844.90,1844.90,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1126,clean,clean,LEAK_BATCH_012_PAY_0007,1840.07,1840.07,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1843,clean,clean,LEAK_BATCH_012_PAY_0008,661.69,661.69,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,759,clean,clean,LEAK_BATCH_012_PAY_0009,4918.04,4918.04,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1247,clean,clean,LEAK_BATCH_012_PAY_0010,4723.92,4723.92,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,171,clean,clean,LEAK_BATCH_012_PAY_0011,2790.64,2790.64,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1583,clean,clean,LEAK_BATCH_012_PAY_0012,1523.95,1523.95,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1251,clean,clean,LEAK_BATCH_012_PAY_0013,742.59,742.59,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,49,clean,clean,LEAK_BATCH_012_PAY_0014,2641.82,2641.82,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1329,clean,clean,LEAK_BATCH_012_PAY_0015,612.03,612.03,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,568,clean,clean,LEAK_BATCH_012_PAY_0016,1396.75,1396.75,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1268,clean,clean,LEAK_BATCH_012_PAY_0017,3825.95,3825.95,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1728,clean,clean,LEAK_BATCH_012_PAY_0018,3380.66,3380.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_012,under_heavy,1865,clean,clean,LEAK_BATCH_012_PAY_0019,4526.03,4526.03,0.00,0.00,0.00,0.00,true,0
