batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_011,under_heavy,95,clean,clean,LEAK_BATCH_011_PAY_0001,3055.22,3055.22,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1774,clean,clean,LEAK_BATCH_011_PAY_0002,4206.21,4206.21,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1885,clean,clean,LEAK_BATCH_011_PAY_0003,3197.56,3197.56,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,846,clean,clean,LEAK_BATCH_011_PAY_0004,2429.05,2429.05,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,629,clean,clean,LEAK_BATCH_011_PAY_0005,4846.66,4846.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,163,clean,clean,LEAK_BATCH_011_PAY_0006,1513.24,1513.24,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,554,clean,clean,LEAK_BATCH_011_PAY_0007,3245.07,3245.07,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,181,clean,clean,LEAK_BATCH_011_PAY_0008,3667.96,3667.96,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,15,clean,clean,LEAK_BATCH_011_PAY_0009,2515.05,2515.05,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1082,clean,clean,LEAK_BATCH_011_PAY_0010,1036.14,1036.14,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1109,clean,clean,LEAK_BATCH_011_PAY_0011,3690.19,3690.19,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1920,clean,clean,LEAK_BATCH_011_PAY_0012,910.58,910.58,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1074,clean,clean,LEAK_BATCH_011_PAY_0013,1642.02,1642.02,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,644,clean,clean,LEAK_BATCH_011_PAY_0014,1993.04,1993.04,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1080,clean,clean,LEAK_BATCH_011_PAY_0015,280.35,280.35,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1747,clean,clean,LEAK_BATCH_011_PAY_0016,2120.50,2120.50,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,425,clean,clean,LEAK_BATCH_011_PAY_0017,2863.07,2863.07,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1348,clean,clean,LEAK_BATCH_011_PAY_0018,4329.25,4329.25,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,586,clean,clean,LEAK_BATCH_011_PAY_0019,3758.99,3758.99,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,494,clean,clean,LEAK_BATCH_011_PAY_0020,2447.17,2447.17,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,385,clean,clean,LEAK_BATCH_011_PAY_0021,2564.12,2564.12,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1442,clean,clean,LEAK_BATCH_011_PAY_0022,4677.68,4677.68,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,697,clean,clean,LEAK_BATCH_011_PAY_0023,1799.75,1799.75,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,479,clean,clean,LEAK_BATCH_011_PAY_0024,2777.89,2777.89,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1113,clean,clean,LEAK_BATCH_011_PAY_0025,2554.37,2554.37,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,934,clean,clean,LEAK_BATCH_011_PAY_0026,599.14,599.14,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1607,clean,clean,LEAK_BATCH_011_PAY_0027,1682.69,1682.69,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1530,clean,clean,LEAK_BATCH_011_PAY_0028,4416.33,4416.33,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1539,clean,clean,LEAK_BATCH_011_PAY_0029,2867.87,2867.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1130,clean,clean,LEAK_BATCH_011_PAY_0030,4689.13,4689.13,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1866,clean,clean,LEAK_BATCH_011_PAY_0031,4843.11,4843.11,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1733,clean,clean,LEAK_BATCH_011_PAY_0032,4153.58,4153.58,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1533,clean,clean,LEAK_BATCH_011_PAY_0033,3999.02,3999.02,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1406,clean,clean,LEAK_BATCH_011_PAY_0034,2670.67,2670.67,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,172,clean,clean,LEAK_BATCH_011_PAY_0035,2568.69,2568.69,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,468,clean,clean,LEAK_BATCH_011_PAY_0036,1093.71,1093.71,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,101,clean,clean,LEAK_BATCH_011_PAY_0037,4126.25,4126.25,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1769,clean,clean,LEAK_BATCH_011_PAY_0038,2734.78,2734.78,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,1202,clean,clean,LEAK_BATCH_011_PAY_0039,719.84,719.84,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,343,clean,clean,LEAK_BATCH_011_PAY_0040,2961.16,2961.16,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,520,clean,clean,LEAK_BATCH_011_PAY_0041,3607.58,3607.58,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_011,under_heavy,533,clean,clean,LEAK_BATCH_011_PAY_0042,4129.36,4129.36,0.00,0.00,0.00,0.00,true,0
