batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_013,mixed_leakage,431,clean,clean,LEAK_BATCH_013_PAY_0001,2604.01,2604.01,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1781,clean,clean,LEAK_BATCH_013_PAY_0002,812.81,812.81,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1792,clean,clean,LEAK_BATCH_013_PAY_0003,3351.39,3351.39,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,717,clean,clean,LEAK_BATCH_013_PAY_0004,1752.68,1752.68,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,391,clean,clean,LEAK_BATCH_013_PAY_0005,1245.33,1245.33,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1337,clean,clean,LEAK_BATCH_013_PAY_0006,1667.85,1667.85,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,890,clean,clean,LEAK_BATCH_013_PAY_0007,148.20,148.20,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,405,clean,clean,LEAK_BATCH_013_PAY_0008,4338.95,4338.95,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1728,clean,clean,LEAK_BATCH_013_PAY_0009,3380.66,3380.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1164,clean,clean,LEAK_BATCH_013_PAY_0010,2774.66,2774.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,280,clean,clean,LEAK_BATCH_013_PAY_0011,3536.59,3536.59,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,59,clean,clean,LEAK_BATCH_013_PAY_0012,3790.63,3790.63,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,685,clean,clean,LEAK_BATCH_013_PAY_0013,4150.75,4150.75,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1800,clean,clean,LEAK_BATCH_013_PAY_0014,4887.61,4887.61,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1130,clean,clean,LEAK_BATCH_013_PAY_0015,4689.13,4689.13,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1232,clean,clean,LEAK_BATCH_013_PAY_0016,1689.67,1689.67,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,69,clean,clean,LEAK_BATCH_013_PAY_0017,2533.89,2533.89,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,850,clean,clean,LEAK_BATCH_013_PAY_0018,4080.26,4080.26,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1836,clean,clean,LEAK_BATCH_013_PAY_0019,3563.98,3563.98,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,527,clean,clean,LEAK_BATCH_013_PAY_0020,3600.99,3600.99,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_013,mixed_leakage,1185,clean,clean,LEAK_BATCH_013_PAY_0021,976.24,976.24,0.00,0.00,0.00,0.00,true,0
