batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_006,unmatched_heavy,251,clean,clean,LEAK_BATCH_006_PAY_0001,2897.87,2897.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1487,clean,clean,LEAK_BATCH_006_PAY_0002,4497.53,4497.53,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1954,clean,clean,LEAK_BATCH_006_PAY_0003,204.12,204.12,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1969,clean,clean,LEAK_BATCH_006_PAY_0004,1973.86,1973.86,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1349,clean,clean,LEAK_BATCH_006_PAY_0005,1786.41,1786.41,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1027,clean,clean,LEAK_BATCH_006_PAY_0006,4930.01,4930.01,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,161,clean,clean,LEAK_BATCH_006_PAY_0007,3918.12,3918.12,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1104,clean,clean,LEAK_BATCH_006_PAY_0008,4053.81,4053.81,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1918,clean,clean,LEAK_BATCH_006_PAY_0009,3518.56,3518.56,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1479,clean,clean,LEAK_BATCH_006_PAY_0010,3075.72,3075.72,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1262,clean,clean,LEAK_BATCH_006_PAY_0011,4811.53,4811.53,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1898,clean,clean,LEAK_BATCH_006_PAY_0012,4618.10,4618.10,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,546,clean,clean,LEAK_BATCH_006_PAY_0013,3430.55,3430.55,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1607,clean,clean,LEAK_BATCH_006_PAY_0014,1682.69,1682.69,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,835,clean,clean,LEAK_BATCH_006_PAY_0015,1526.87,1526.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,532,clean,clean,LEAK_BATCH_006_PAY_0016,2910.30,2910.30,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,642,clean,clean,LEAK_BATCH_006_PAY_0017,674.54,674.54,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,633,clean,clean,LEAK_BATCH_006_PAY_0018,1172.72,1172.72,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1390,clean,clean,LEAK_BATCH_006_PAY_0019,487.44,487.44,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1613,clean,clean,LEAK_BATCH_006_PAY_0020,4416.69,4416.69,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1962,clean,clean,LEAK_BATCH_006_PAY_0021,4250.62,4250.62,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1210,clean,clean,LEAK_BATCH_006_PAY_0022,4555.29,4555.29,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1448,clean,clean,LEAK_BATCH_006_PAY_0023,3686.08,3686.08,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1937,clean,clean,LEAK_BATCH_006_PAY_0024,1330.97,1330.97,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1928,clean,clean,LEAK_BATCH_006_PAY_0025,2380.93,2380.93,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1066,clean,clean,LEAK_BATCH_006_PAY_0026,4897.63,4897.63,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,62,clean,clean,LEAK_BATCH_006_PAY_0027,3673.83,3673.83,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1544,clean,clean,LEAK_BATCH_006_PAY_0028,4180.27,4180.27,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,626,clean,clean,LEAK_BATCH_006_PAY_0029,3915.14,3915.14,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1773,clean,clean,LEAK_BATCH_006_PAY_0030,2989.67,2989.67,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,491,clean,clean,LEAK_BATCH_006_PAY_0031,3020.09,3020.09,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1590,clean,clean,LEAK_BATCH_006_PAY_0032,3415.21,3415.21,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,137,clean,clean,LEAK_BATCH_006_PAY_0033,4992.85,4992.85,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1115,clean,clean,LEAK_BATCH_006_PAY_0034,2161.07,2161.07,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,499,clean,clean,LEAK_BATCH_006_PAY_0035,4906.78,4906.78,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1197,clean,clean,LEAK_BATCH_006_PAY_0036,4504.59,4504.59,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1457,clean,clean,LEAK_BATCH_006_PAY_0037,4299.87,4299.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1923,clean,clean,LEAK_BATCH_006_PAY_0038,3566.49,3566.49,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1903,clean,clean,LEAK_BATCH_006_PAY_0039,1628.88,1628.88,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,564,clean,clean,LEAK_BATCH_006_PAY_0040,1478.01,1478.01,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,451,clean,clean,LEAK_BATCH_006_PAY_0041,1001.85,1001.85,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1324,clean,clean,LEAK_BATCH_006_PAY_0042,2155.75,2155.75,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1051,clean,clean,LEAK_BATCH_006_PAY_0043,1232.32,1232.32,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1626,clean,clean,LEAK_BATCH_006_PAY_0044,364.82,364.82,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1387,clean,clean,LEAK_BATCH_006_PAY_0045,800.87,800.87,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1866,clean,clean,LEAK_BATCH_006_PAY_0046,4843.11,4843.11,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,730,clean,clean,LEAK_BATCH_006_PAY_0047,542.49,542.49,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1132,clean,clean,LEAK_BATCH_006_PAY_0048,703.07,703.07,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,22,clean,clean,LEAK_BATCH_006_PAY_0049,3232.77,3232.77,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1116,clean,clean,LEAK_BATCH_006_PAY_0050,1903.93,1903.93,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,963,clean,clean,LEAK_BATCH_006_PAY_0051,3392.94,3392.94,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,301,clean,clean,LEAK_BATCH_006_PAY_0052,1211.53,1211.53,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1482,clean,clean,LEAK_BATCH_006_PAY_0053,4299.01,4299.01,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,976,clean,clean,LEAK_BATCH_006_PAY_0054,436.15,436.15,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1360,clean,clean,LEAK_BATCH_006_PAY_0055,4515.77,4515.77,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,654,clean,clean,LEAK_BATCH_006_PAY_0056,4107.25,4107.25,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1538,clean,clean,LEAK_BATCH_006_PAY_0057,3798.15,3798.15,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,1212,clean,clean,LEAK_BATCH_006_PAY_0058,1296.20,1296.20,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,538,clean,clean,LEAK_BATCH_006_PAY_0059,462.56,462.56,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_006,unmatched_heavy,262,clean,clean,LEAK_BATCH_006_PAY_0060,2392.20,2392.20,0.00,0.00,0.00,0.00,true,0
