batch_id,batch_template,source_row_id,scenario,scenario_family,materialized_payout_ref,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days
LEAK_BATCH_002,control_clean,227,clean,clean,LEAK_BATCH_002_PAY_0001,4235.66,4235.66,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,190,clean,clean,LEAK_BATCH_002_PAY_0002,3599.06,3599.06,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1922,clean,clean,LEAK_BATCH_002_PAY_0003,3535.15,3535.15,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,93,clean,clean,LEAK_BATCH_002_PAY_0004,1190.57,1190.57,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1419,clean,clean,LEAK_BATCH_002_PAY_0005,1012.22,1012.22,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1192,clean,clean,LEAK_BATCH_002_PAY_0006,1735.62,1735.62,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1102,clean,clean,LEAK_BATCH_002_PAY_0007,3809.26,3809.26,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1335,clean,clean,LEAK_BATCH_002_PAY_0008,104.38,104.38,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,514,clean,clean,LEAK_BATCH_002_PAY_0009,4082.11,4082.11,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1249,clean,clean,LEAK_BATCH_002_PAY_0010,3761.53,3761.53,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1773,clean,clean,LEAK_BATCH_002_PAY_0011,2989.67,2989.67,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1215,clean,clean,LEAK_BATCH_002_PAY_0012,4183.61,4183.61,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1227,clean,clean,LEAK_BATCH_002_PAY_0013,575.54,575.54,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,1294,clean,clean,LEAK_BATCH_002_PAY_0014,3863.88,3863.88,0.00,0.00,0.00,0.00,true,0
LEAK_BATCH_002,control_clean,707,clean,clean,LEAK_BATCH_002_PAY_0015,4865.93,4865.93,0.00,0.00,0.00,0.00,true,0
